fid,id,context,species_orig_pub,taxon,cf_genus,cf_sp,cf_subsp,s_type,s_foss,s_part,frr,sample_number,quantity,entity,weight_g,s_notes,AMS,discovery_report,bibliography,context_id,taxon_id,new_taxon_id,photo,qt,precise_taxon,Family,genus,specie,note
"4883","6273",Area C(SU 109),Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"124",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1045","9","11130",,"124",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4884","6274",Area C(SU 109),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"63",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1045","9","11130",,"63",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4885","6275",Area C(SU 109),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"154",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1045","9","11130",,"154",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4886","6276",Area D(SU 169) - Pre-settlement phase,Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"30",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","113","9","11130",,"30",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4887","6277",Area D(SU 169) - Pre-settlement phase,Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"11",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","113","9","11130",,"11",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4888","6278",Area D(SU 113/3) - Settlement phase,Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"67",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","115","9","11130",,"67",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4889","6279",Area D(SU 113/3) - Settlement phase,Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"71",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","115","9","11130",,"71",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4890","6280",Area D(SU 113/3) - Settlement phase,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"436",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","115","9","11130",,"436",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4891","6281",Area D(SU 113/2),Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"33",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1047","9","11130",,"33",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4892","6282",Area D(SU 113/2),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"38",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1047","9","11130",,"38",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4893","6283",Area D(SU 113/3) - abandonment phase,Vitis vinifera ssp. sylvestris,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"28",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","116","9","11130",,"28",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4897","6284",Area D(SU 113/3) - abandonment phase,Vitis vinifera ssp. vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,false,,"99",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","116","9","11130",,"99",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4898","6285",Area D(SU 113/3) - abandonment phase,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,,,,"186",,,,,,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","116","9","11130",,"186",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4906","6286",undet. (Donoratico - 4th-6th AD ),Vitis vinifera,Vitis vinifera L.,false,false,false,wood,charring,stem,true,,"6",,,totale stimato sulla base delle percentuali riportate nell'articolo e il campione sudiato,,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171","1054","9","11130",,"6",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4907","6287",Undet. (Gorfigliano - Phase 1b),Vitis,Vitis vinifera L.,false,false,false,wood,charring,stem,true,,"4",,,numero di resti ricavato dal grafico presente nell'articolo,,,"Fontana, I. F.,_Menozzi, B. I.,_Montanari, C._2008_Charcoal as environmental and ethnological evidence from medieval archaeological sites in NW-Italy_Charcoals from the Past: Cultural and Palaeoenvironmental Implications: Proceedings of the Third International Meeting of Anthracology, Cavallino, Lecce (Italy), June 28th-July 1st 2004 (Vol. 1807)_105","1089","9","11130",,"4",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"4998","6044","Atrium Vestae - Hut 1, floor",Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,seed,false,"0","1",,,,,,"Costantini, L.,_Giorgi, J.A_2009_The charred plant remains_Supplements to the Memoirs of the American Academy in Rome, 8_ 125-151","261","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5016","6079",undet. (Lago Albano Villaggio delle Macine),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,waterlogging,Unspecified,false,"0",,,,,,,"Carra, M.,_Cattani, L.,_Rizzi, M._2007_L’economia di sussistenza al Villaggio delle Macine (Castel Gandolfo, Roma) su basi paleocarpologiche_Atti della XL Riunione Scientifica “Strategie di insediamento fra Lazio e Campania in età preistorica e protostorica”. ISTITUTO ITALIANO DI PREISTORIA E PROTOSTORIA_775-786","401","9","11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5017","6065",US 4 (CLA 26),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,desiccation,pip,false,"0","377",,,,,"1996","Moricca, C.,_Alhaique, F.,_Barelli, L.,_Masi, A.,_Morretta, S.,_Pugliese, R.,_Sadori, L._2018_Early arrival of New World species enriching the biological assemblage of the Santi Quattro Coronati Complex (Rome, Italy)_INTERDISCIPLINARIA ARCHAEOLOGICA, 9_83-93","16","9","11130",,"377",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5018","6066",US 4 (CLA 26),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,desiccation,pedicel,false,"0","617",,,,,"1996","Moricca, C.,_Alhaique, F.,_Barelli, L.,_Masi, A.,_Morretta, S.,_Pugliese, R.,_Sadori, L._2018_Early arrival of New World species enriching the biological assemblage of the Santi Quattro Coronati Complex (Rome, Italy)_INTERDISCIPLINARIA ARCHAEOLOGICA, 9_83-93","16","9","11130",,"617",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5019","6067",US 4 (CLA 26),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,desiccation,tendrils,false,"0","20",,,,,"1996","Moricca, C.,_Alhaique, F.,_Barelli, L.,_Masi, A.,_Morretta, S.,_Pugliese, R.,_Sadori, L._2018_Early arrival of New World species enriching the biological assemblage of the Santi Quattro Coronati Complex (Rome, Italy)_INTERDISCIPLINARIA ARCHAEOLOGICA, 9_83-93","16","9","11130",,"20",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5030","6091",undet. (Lago di Bolsena Gran Carro),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,Unspecified,Unspecified,false,"0",,,,,,,"Costantini, L._2002_Italia centro-meridionale_Storia dell’agricoltura italiana, 1_221-233","489","9","11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5112","6201","Saggio F, US 552",vite,Vitis vinifera L.,false,false,false,carpological,charring,pip,false,,,,,,,excavation campaigns 2007,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495","752","9","11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5113","6204","saggio F, US 525C",vite,Vitis vinifera L.,false,false,false,carpological,charring,pip,true,,,,,"l'analisi stratigrafica puntuale dell'US 525 evidenzia più livelli di fuoco nella tessa US. verosimilmente nell'area si saranno svolti più eventi di combustione controllata (preparazione alimentare), a cui ha fatto seguito un incendio che ha decretato la conclusione dell'utilizzo di questo spazio. ",,excavation campaigns 2007,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495","759","9","11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5114","6202","Saggio F, US 525A",vite,Vitis vinifera L.,false,false,false,carpological,charring,undet.,true,,,,,"l'analisi stratigrafica puntuale dell'US 525 evidenzia più livelli di fuoco nella tessa US. verosimilmente nell'area si saranno svolti più eventi di combustione controllata (preparazione alimentare), a cui ha fatto seguito un incendio che ha decretato la conclusione dell'utilizzo di questo spazio. ",,excavation campaigns 2007,"Carra, M._2010_Il contributo dell’Archeobotanica: analisi paleocarpologica preliminare del saggio F_Archeologia nella Valle del Cesano da Suasa a Santa Maria in Portuno. Atti del Convegno per i venti anni di ricerche dell’Università di Bologna (Castelleone di Suasa, Corinaldo, San Lorenzo in Campo 18-19 Dicembre 2008)_Ante Quem_491-495","757","9","11130",,,Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5224","2639",Square pit surface(US 5023),Olea europaea L.,Olea europaea L.,false,false,false,carpological,charring,endocarp,,M4,"23",,,,,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","996","8","7637",,"23",Olea europaea L.,Oleaceae,Olea,europaea,
"5225","2640",Square pit fill(US 5044),Olea europaea L.,Olea europaea L.,false,false,false,carpological,charring,endocarp,,M5,"4",,,,,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","997","8","7637",,"4",Olea europaea L.,Oleaceae,Olea,europaea,
"5226","2641",undet. (Donoratico - 4th-6th AD ),Olea europaea,Olea europaea L.,false,false,false,wood,charring,stem,true,,"22",,,totale stimato sulla base delle percentuali riportate nell'articolo e il campione sudiato,,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171","1054","8","7637",,"22",Olea europaea L.,Oleaceae,Olea,europaea,
"5227","2642",undet. (Populonia - half 1st BC),Olea europaea,Olea europaea L.,false,false,false,wood,charring,stem,true,,"1",,,totale stimato sulla base delle percentuali riportate nell'articolo e il campione sudiato,,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171","1059","8","7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"5228","2643",undet. (Populonia - 11th-12th AD),Olea europaea,Olea europaea L.,false,false,false,wood,charring,stem,true,,"2",,,totale stimato sulla base delle percentuali riportate nell'articolo e il campione sudiato,,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171","1060","8","7637",,"2",Olea europaea L.,Oleaceae,Olea,europaea,
"5229","2644",undet. (Populonia - end 12th- half 13th BC),Olea europaea,Olea europaea L.,false,false,false,wood,charring,stem,true,,"11",,,totale stimato sulla base delle percentuali riportate nell'articolo e il campione sudiato,,,"Buonincontri, M.,_Allevato, E.,_Di Pasquale, G._2013_The problem of the alternating dominance of deciduous and evergreen vegetation: archaeo-anthracological data from Northern Maremma_Annali di Botanica, 3_165-171","1061","8","7637",,"11",Olea europaea L.,Oleaceae,Olea,europaea,
"5503",,Square pit surface(US 5023),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M4,"265",,,"259 + (6). Numbers without parentheses = first (10 mm meshes) and second (0.5 mm) sieves; in parentheses = third sieve (0.2 mm) ",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","996","9","11130",,"265",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5504",,Square pit surface(US 5023),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pedicels,,M4,"2",,,,,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","996","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5505",,Square pit fill(US 5044),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M5,"6",,,"5 + (1). Numbers without parentheses = first (10 mm meshes) and second (0.5 mm) sieves; in parentheses = third sieve (0.2 mm) ",,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","997","9","11130",,"6",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5506",,Square pit fill(US 5044),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pedicels,,M5,"1",,,,,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","997","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5507",,Area C(US 109/1),Vitis vinifera,Vitis vinifera L.,false,false,false,wood,charring,stem,true,,"1",,,Wood fragment without manufacturing traces,1116 - 1091 ± 15 cal BC (1σ),,"Giachi, G.,_Secci, M. M.,_Pignatelli, O.,_Gambogi, P.,_Lippi, M. M._2010_The prehistoric pile-dwelling settlement of Stagno (Leghorn, Italy): wood and food resource exploitation_Journal of Archaeological Science, 37(6)_1260-1268","1033","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5508","6288",Undet. (Gorfigliano - Phase 3b),Vitis,Vitis vinifera L.,false,false,false,wood,charring,stem,true,,"1",,,numero di resti ricavato dal grafico presente nell'articolo,,,"Fontana, I. F.,_Menozzi, B. I.,_Montanari, C._2008_Charcoal as environmental and ethnological evidence from medieval archaeological sites in NW-Italy_Charcoals from the Past: Cultural and Palaeoenvironmental Implications: Proceedings of the Third International Meeting of Anthracology, Cavallino, Lecce (Italy), June 28th-July 1st 2004 (Vol. 1807)_105","1092","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5509","6289",Undet. (Gorfigliano - Phase 5a),Vitis,Vitis vinifera L.,false,false,false,wood,charring,stem,true,,"5",,,numero di resti ricavato dal grafico presente nell'articolo,,,"Fontana, I. F.,_Menozzi, B. I.,_Montanari, C._2008_Charcoal as environmental and ethnological evidence from medieval archaeological sites in NW-Italy_Charcoals from the Past: Cultural and Palaeoenvironmental Implications: Proceedings of the Third International Meeting of Anthracology, Cavallino, Lecce (Italy), June 28th-July 1st 2004 (Vol. 1807)_105","1097","9","11130",,"5",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5642","2635",US 11032,cf. Olea europaea L.,Olea europaea L.,true,true,true,carpological,charring,Endocarp,,M22,"1",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","957","8","7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"5643","2636",US 11033,Olea europaea L.,Olea europaea L.,false,false,false,carpological,charring,Endocarp,,M23,"1",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","975","8","7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"5644","2637",Fill of the tank(US 5014),Olea europaea L.,Olea europaea L.,false,false,false,carpological,charring,endocarp,,M1,"9",,,,,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","993","8","7637",,"9",Olea europaea L.,Oleaceae,Olea,europaea,
"5645","2638",Fill of the cistern(US 5048),Olea europaea L.,Olea europaea L.,false,false,false,carpological,charring,endocarp,,M2,"1",,,,,,"Vaccaro, E.,_Ghisleni, M.,_Arnoldus-Huyzendveld, A.,_Grey, C.,_Bowes, K.,_MacKinnon, M.,_Mercuri, A.M.,_Pecci, A.,_Cau Ontiveros, M.A.,_Rattigheri, E.,_Rinaldi, R._2013_Excavating the Roman peasant II: excavations at Case Nuove, Cinigiano (GR) 1_Papers of the British School at Rome, 81_129-179","994","8","7637",,"1",Olea europaea L.,Oleaceae,Olea,europaea,
"5753","6232",Etruscan Farmhouse (Room D-US 268/D-Area A),Vitis vinifera ssp. sylvestris (C. C. Gmelin) Hegi,Vitis vinifera L.,false,false,false,carpological,charring,pip,,,"1",,,,,,"Mariotti, M.,_Di Tommaso, P. L.,_Giachi, G.,_Mori Secci, M.,_Paci, S._2003_Archaeobotanical investigations into an Etruscan farmhouse at Pian d’Alma (Grosseto, Italy)_Atti Della Società Toscana Di Scienze Naturali Residente In Pisa. Memorie. Serie B, 109_159-165","953","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5754","6234",US 10003,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M8,"2",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","962","9","11130",,"2",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5755","6235",US 10012,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M9,"9",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","963","9","11130",,"9",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5756","6238",US 14008,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M18,"4",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","972","9","11130",,"4",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5757","6239",US 11008,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M19,"4",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","973","9","11130",,"4",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5758","6240",US 11023 - phase 3,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M21,"1",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","110","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5764","6241",US 11032,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M22,"1",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","957","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5765","6242",US 11044 - phase 3,Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M25,"8",,,,,,"Mercuri, A.M.,_Rattighieri, E.,_Rinaldi, R._2021_The Roman Peasant Project 2009-2014: Excavating the Roman Rural Poor (Vol. 154)_University of Pennsylvania Press_317-336","111","9","11130",,"8",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5766","6244",Area 1(Structure/yard-US 8003),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M1,"1",,,,,,"Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_San Martino-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1). University of Pennsylvania Museum of Archaeology and Anthropology_173-179","986","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5776","6245",Area 2(Drain)-US 8022),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M5,"1",,,,,,"Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_San Martino-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1). University of Pennsylvania Museum of Archaeology and Anthropology_173-179","990","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"5777","6246",Area 2(Drain)-US 8028),Vitis vinifera,Vitis vinifera L.,false,false,false,carpological,charring,pip,,M6,"1",,,,,,"Mercuri, A. M.,_Rattighieri, E.,_Rinaldi, R._2020_San Martino-Botanical materials_The Roman Peasant Project 2009-2014. Excavating the Roman Rural Poor (Vol. 1). University of Pennsylvania Museum of Archaeology and Anthropology_173-179","991","9","11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6357",,Hercules cistern - US 605,Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,,,"7",,,,,"2011","Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 2991","3171",,"11130",,"7",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6358",,Hercules cistern - US 605,Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,true,,"17",,,,,"2011","Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 2991","3171",,"11130",,"17",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6415",,Hercules cistern - US 606,Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,,,"1",,,,,"2011","Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 3021","3172",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
"6442",,Hercules cistern - US 608,Vitis vinifera L.,Vitis vinifera L.,false,false,false,carpological,charring,seed,,,"1",,,,,"2011","Moricca, C.,_Russo, G.,_Iamonico, D.,_Ceccaroni, E.,_Favero, G.,_Sadori, L._2024_Food and Environment During the Late Roman Age at the Site of Alba Fucens (Abruzzi, Italy)_Plants, 13(20), 3032","3173",,"11130",,"1",Vitis vinifera L.,Vitaceae,Vitis,vinifera,
